h	Omega_M	Omega_L	OmegaK	chi2	
0.6790287558671282	0.5002314950036177	0.47128620616034833	0.028482298836033926	672.1550473762161	
0.677867838987781	0.495921587163179	0.46669903411080027	0.03737937872602071	668.8705099472782	
0.6669283198347656	0.49611408002372676	0.4759983356385155	0.027887584337757787	670.5084218357392	
0.6803031543056401	0.48329403181292513	0.4853946776656886	0.031311290521386315	659.6252492906524	
0.6753317445136497	0.46788136282373205	0.4686240251213909	0.06349461205487705	650.7583391079423	
0.6841850039321332	0.4576132698438701	0.5023703391697967	0.04001639098633325	648.0812456243563	
0.6715111213995036	0.459331014202635	0.4948406948334813	0.04582829096388369	644.878002820033	
0.6757348388380764	0.4604624774092756	0.49540121512943697	0.04413630746128744	640.515188790542	
0.6777149652748202	0.4579445842540028	0.477601736794653	0.06445367895134413	644.8016059245662	
0.6741072257289603	0.449130088030981	0.4945330147144062	0.05633689725461283	637.3898666055749	
0.6723347585263411	0.4522836706229357	0.4927278152296172	0.054988514147447154	641.3480052918896	
0.6768695630225564	0.4599386498714868	0.48871091990372867	0.05135043022478453	642.0488814055046	
0.6729026022121324	0.4559447703457169	0.4974717637425399	0.04658346591174323	640.8737940546343	
0.6730529901294793	0.460782894953621	0.5100714859729749	0.029145619073404072	640.1776159982593	
0.6875514004786671	0.44671706201778577	0.5296166591309804	0.023666278851233735	641.1736175672099	
0.6753758109156679	0.4409384667979957	0.5247191566528514	0.03434237654915295	627.6936006927248	
0.6798130944913898	0.4287137899566204	0.5314859704626542	0.039800239580725316	618.8512469780477	
0.679789177702537	0.4177787698596338	0.5545928305589697	0.027628399581396512	610.5621245765112	
0.6766776195824533	0.39878404349991037	0.5510471762937994	0.05016878020629023	610.9817653510916	
0.683538969469781	0.40256443482461773	0.5378279594860347	0.05960760568934753	608.5189603392574	
0.6833366421697518	0.4160380786858077	0.5487858135624617	0.03517610775173052	610.9850150981993	
0.6818554856707141	0.4078398366909651	0.5491510065439557	0.043009156765079326	607.3920979764048	
0.6826650689664521	0.3969527554766237	0.5636702892762984	0.03937695524707796	600.90655840568	
0.6801751545096503	0.3764623981898681	0.5813818905260666	0.04215571128406537	596.9556305559829	
0.6808372988158442	0.37340494750846065	0.595068798975133	0.031526253516406366	594.3686187539795	
0.6901263716277799	0.3727035236563168	0.5932441518090914	0.03405232453459184	590.6849912178673	
0.6885851136492416	0.3775386780078424	0.5988139318308056	0.023647390161351978	589.3815366813922	
0.6890765339732836	0.3940665029011897	0.5998651076340071	0.006068389464803148	595.5313028168907	
0.6954978660030918	0.38109905098473884	0.6208638647630046	-0.0019629157477434322	598.1389226033152	
0.6872177766107932	0.36939540231225493	0.6070289871488684	0.02357561053887658	585.0102143643949	
0.6905216747614905	0.36013727126821415	0.6189369003581452	0.020925828373640654	581.5387221916063	
0.6888029992412299	0.34343501448339675	0.6184139155573921	0.03815106995921114	577.225439586626	
0.6917800143306932	0.3553096571706904	0.6430906062230607	0.0015997366062489027	576.9083325841766	
0.6926929932231823	0.3495197524608031	0.6365543137542636	0.013925933784933231	577.173052695746	
0.6909227510350664	0.34090587222285396	0.6482144591308808	0.010879668646265217	573.025170768512	
0.6865340664208598	0.34454674056346507	0.6303778501396935	0.02507540929684149	578.4805700828388	
0.6871047747368	0.3270379063576996	0.6342702280775567	0.03869186556474369	575.7324337703826	
0.6886515143853721	0.31988672063942614	0.6421437705995666	0.03796950876100724	572.6643043380509	
0.6884921276478477	0.3118944285653667	0.6441788049909688	0.043926766443664556	572.488521248266	
0.6886739055718161	0.3017952363152055	0.6307209477826737	0.06748381590212083	571.6461039173636	
0.6896089327722773	0.28383406709284126	0.6263122981117741	0.08985363479538466	569.5896159958482	
